natural_language_query,sql_query
Calculate the total fine for member ID 378.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 378;
Log a new loan: book ID 2356 to member ID 419 on 2023-06-21.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2356, 419, '2023-06-21', '2021-01-07');"
Log a new loan: book ID 2493 to member ID 410 on 2020-04-16.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2493, 410, '2020-04-16', '2025-03-28');"
Calculate the total fine for member ID 502.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 502;
Search for books with 'aeKHUi' in the title.,SELECT * FROM Books WHERE title LIKE '%aeKHUi%';
List the borrowing history for member ID 509.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 509;"
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 3, genre 'Horror', published in 1917, ISBN 978-5-5688-7950-3.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 3, 'Horror', 1917, '978-5-5688-7950-3');"
"Add a new book: 'The Murder of Roger Ackroyd', author ID 2, genre 'Fiction', published in 1976, ISBN 978-5-1354-6265-9.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Murder of Roger Ackroyd', 2, 'Fiction', 1976, '978-5-1354-6265-9');"
Calculate the total fine for member ID 305.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 305;
Log a new loan: book ID 797 to member ID 492 on 2023-12-27.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (797, 492, '2023-12-27', '2024-10-04');"
Remove member with ID 331.,DELETE FROM Members WHERE member_id = 331;
Calculate the total fine for member ID 659.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 659;
List the borrowing history for member ID 902.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 902;"
Search for books with 'V4qlNq' in the title.,SELECT * FROM Books WHERE title LIKE '%V4qlNq%';
Remove member with ID 831.,DELETE FROM Members WHERE member_id = 831;
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 1, genre 'Fiction', published in 1967, ISBN 978-4-4397-4658-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 1, 'Fiction', 1967, '978-4-4397-4658-2');"
Search for books with 'OdgkN3' in the title.,SELECT * FROM Books WHERE title LIKE '%OdgkN3%';
Calculate the total fine for member ID 185.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 185;
Search for books with 'SMe54U' in the title.,SELECT * FROM Books WHERE title LIKE '%SMe54U%';
Remove member with ID 336.,DELETE FROM Members WHERE member_id = 336;
Update the loan status for book ID 957 to returned on 2024-12-10.,UPDATE Loans SET return_date = '2024-12-10' WHERE book_id = 957 AND return_date IS NULL;
Search for books with 'Sm0uqI' in the title.,SELECT * FROM Books WHERE title LIKE '%Sm0uqI%';
List the borrowing history for member ID 249.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 249;"
Remove member with ID 111.,DELETE FROM Members WHERE member_id = 111;
Remove member with ID 712.,DELETE FROM Members WHERE member_id = 712;
Calculate the total fine for member ID 168.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 168;
"Add a new book: 'It', author ID 5, genre 'Fantasy', published in 1931, ISBN 978-6-4797-1888-9.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('It', 5, 'Fantasy', 1931, '978-6-4797-1888-9');"
Log a new loan: book ID 855 to member ID 109 on 2024-12-05.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (855, 109, '2024-12-05', '2021-12-15');"
Log a new loan: book ID 3573 to member ID 670 on 2022-03-27.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3573, 670, '2022-03-27', '2024-01-02');"
Search for books with '0kGpCE' in the title.,SELECT * FROM Books WHERE title LIKE '%0kGpCE%';
Remove member with ID 693.,DELETE FROM Members WHERE member_id = 693;
List the borrowing history for member ID 742.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 742;"
Calculate the total fine for member ID 735.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 735;
Calculate the total fine for member ID 149.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 149;
Update the loan status for book ID 3997 to returned on 2021-08-13.,UPDATE Loans SET return_date = '2021-08-13' WHERE book_id = 3997 AND return_date IS NULL;
Log a new loan: book ID 2316 to member ID 295 on 2023-03-28.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2316, 295, '2023-03-28', '2022-11-10');"
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 4, genre 'History', published in 1883, ISBN 978-4-8101-6477-1.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 4, 'History', 1883, '978-4-8101-6477-1');"
List all overdue books and calculate the fine at a rate of $0.88 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.88 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Update the loan status for book ID 1137 to returned on 2024-10-03.,UPDATE Loans SET return_date = '2024-10-03' WHERE book_id = 1137 AND return_date IS NULL;
Update the loan status for book ID 2271 to returned on 2025-01-28.,UPDATE Loans SET return_date = '2025-01-28' WHERE book_id = 2271 AND return_date IS NULL;
Update the loan status for book ID 258 to returned on 2020-11-21.,UPDATE Loans SET return_date = '2020-11-21' WHERE book_id = 258 AND return_date IS NULL;
Log a new loan: book ID 349 to member ID 541 on 2023-06-07.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (349, 541, '2023-06-07', '2023-09-07');"
Update the loan status for book ID 3387 to returned on 2020-06-15.,UPDATE Loans SET return_date = '2020-06-15' WHERE book_id = 3387 AND return_date IS NULL;
Search for books with '6KGV1r' in the title.,SELECT * FROM Books WHERE title LIKE '%6KGV1r%';
List the borrowing history for member ID 173.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 173;"
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 3, genre 'Fantasy', published in 1809, ISBN 978-0-5509-9024-8.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 3, 'Fantasy', 1809, '978-0-5509-9024-8');"
Log a new loan: book ID 2882 to member ID 895 on 2024-03-29.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2882, 895, '2024-03-29', '2020-12-02');"
Search for books with 'coKzOB' in the title.,SELECT * FROM Books WHERE title LIKE '%coKzOB%';
Search for books with 'KcrIBZ' in the title.,SELECT * FROM Books WHERE title LIKE '%KcrIBZ%';
Calculate the total fine for member ID 747.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 747;
List the borrowing history for member ID 782.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 782;"
Update the loan status for book ID 4896 to returned on 2023-12-20.,UPDATE Loans SET return_date = '2023-12-20' WHERE book_id = 4896 AND return_date IS NULL;
Calculate the total fine for member ID 698.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 698;
Remove member with ID 159.,DELETE FROM Members WHERE member_id = 159;
Search for books with 'CQeOot' in the title.,SELECT * FROM Books WHERE title LIKE '%CQeOot%';
Calculate the total fine for member ID 831.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 831;
Remove member with ID 359.,DELETE FROM Members WHERE member_id = 359;
List the borrowing history for member ID 586.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 586;"
List the borrowing history for member ID 781.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 781;"
Calculate the total fine for member ID 310.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 310;
"Add a new book: 'Norwegian Wood', author ID 1, genre 'Horror', published in 1845, ISBN 978-0-2625-7117-0.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 1, 'Horror', 1845, '978-0-2625-7117-0');"
List the borrowing history for member ID 530.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 530;"
Calculate the total fine for member ID 818.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 818;
Calculate the total fine for member ID 404.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 404;
Remove member with ID 239.,DELETE FROM Members WHERE member_id = 239;
"Add a new book: 'The Murder of Roger Ackroyd', author ID 5, genre 'Fiction', published in 1980, ISBN 978-0-9840-9896-4.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Murder of Roger Ackroyd', 5, 'Fiction', 1980, '978-0-9840-9896-4');"
List all overdue books and calculate the fine at a rate of $0.26 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.26 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
"Add a new book: 'Norwegian Wood', author ID 7, genre 'Horror', published in 1903, ISBN 978-1-9127-8370-8.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 7, 'Horror', 1903, '978-1-9127-8370-8');"
Update the loan status for book ID 4247 to returned on 2021-10-29.,UPDATE Loans SET return_date = '2021-10-29' WHERE book_id = 4247 AND return_date IS NULL;
Calculate the total fine for member ID 700.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 700;
"Add a new book: 'Norwegian Wood', author ID 6, genre 'Horror', published in 2010, ISBN 978-5-8247-4838-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 6, 'Horror', 2010, '978-5-8247-4838-2');"
Update the loan status for book ID 1093 to returned on 2021-03-11.,UPDATE Loans SET return_date = '2021-03-11' WHERE book_id = 1093 AND return_date IS NULL;
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 7, genre 'Fantasy', published in 1956, ISBN 978-2-8277-2546-4.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 7, 'Fantasy', 1956, '978-2-8277-2546-4');"
Remove member with ID 571.,DELETE FROM Members WHERE member_id = 571;
Log a new loan: book ID 3210 to member ID 461 on 2023-11-05.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3210, 461, '2023-11-05', '2020-08-09');"
Calculate the total fine for member ID 329.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 329;
Remove member with ID 128.,DELETE FROM Members WHERE member_id = 128;
Calculate the total fine for member ID 392.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 392;
Search for books with 'UZGLqP' in the title.,SELECT * FROM Books WHERE title LIKE '%UZGLqP%';
Search for books with 'U9aKwg' in the title.,SELECT * FROM Books WHERE title LIKE '%U9aKwg%';
Update the loan status for book ID 2847 to returned on 2025-07-17.,UPDATE Loans SET return_date = '2025-07-17' WHERE book_id = 2847 AND return_date IS NULL;
Calculate the total fine for member ID 445.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 445;
Log a new loan: book ID 4938 to member ID 660 on 2022-03-08.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4938, 660, '2022-03-08', '2022-04-09');"
List the borrowing history for member ID 969.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 969;"
Remove member with ID 479.,DELETE FROM Members WHERE member_id = 479;
List all books published before 1974.,SELECT * FROM Books WHERE publication_year < 1974;
"Add a new book: 'Pride and Prejudice', author ID 5, genre 'History', published in 1930, ISBN 978-2-7219-5497-9.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Pride and Prejudice', 5, 'History', 1930, '978-2-7219-5497-9');"
Log a new loan: book ID 4918 to member ID 193 on 2022-05-16.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4918, 193, '2022-05-16', '2024-11-28');"
Log a new loan: book ID 2698 to member ID 825 on 2023-08-26.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2698, 825, '2023-08-26', '2023-06-20');"
Search for books with 'u5CFwr' in the title.,SELECT * FROM Books WHERE title LIKE '%u5CFwr%';
Search for books with 'Z9ITBG' in the title.,SELECT * FROM Books WHERE title LIKE '%Z9ITBG%';
Update the loan status for book ID 2182 to returned on 2024-08-20.,UPDATE Loans SET return_date = '2024-08-20' WHERE book_id = 2182 AND return_date IS NULL;
Update the loan status for book ID 3367 to returned on 2020-05-30.,UPDATE Loans SET return_date = '2020-05-30' WHERE book_id = 3367 AND return_date IS NULL;
List the borrowing history for member ID 78.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 78;"
Update the loan status for book ID 2609 to returned on 2023-01-21.,UPDATE Loans SET return_date = '2023-01-21' WHERE book_id = 2609 AND return_date IS NULL;
Calculate the total fine for member ID 753.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 753;
Update the loan status for book ID 4407 to returned on 2023-07-15.,UPDATE Loans SET return_date = '2023-07-15' WHERE book_id = 4407 AND return_date IS NULL;
Calculate the total fine for member ID 316.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 316;
List all books published before 1933.,SELECT * FROM Books WHERE publication_year < 1933;
List the borrowing history for member ID 365.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 365;"
Search for books with '44HoN4' in the title.,SELECT * FROM Books WHERE title LIKE '%44HoN4%';
Search for books with '1cMQeo' in the title.,SELECT * FROM Books WHERE title LIKE '%1cMQeo%';
Search for books with 'HIeIiH' in the title.,SELECT * FROM Books WHERE title LIKE '%HIeIiH%';
Calculate the total fine for member ID 15.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 15;
Search for books with 'Zc5XMC' in the title.,SELECT * FROM Books WHERE title LIKE '%Zc5XMC%';
"Add a new book: 'The Hobbit', author ID 7, genre 'History', published in 1899, ISBN 978-2-3610-8673-4.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Hobbit', 7, 'History', 1899, '978-2-3610-8673-4');"
Remove member with ID 821.,DELETE FROM Members WHERE member_id = 821;
Update the loan status for book ID 1687 to returned on 2022-03-20.,UPDATE Loans SET return_date = '2022-03-20' WHERE book_id = 1687 AND return_date IS NULL;
"Add a new book: 'Norwegian Wood', author ID 2, genre 'Fiction', published in 1945, ISBN 978-1-4083-6462-9.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 2, 'Fiction', 1945, '978-1-4083-6462-9');"
Log a new loan: book ID 3673 to member ID 846 on 2020-06-25.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3673, 846, '2020-06-25', '2024-06-01');"
Calculate the total fine for member ID 176.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 176;
Search for books with 'niWuH1' in the title.,SELECT * FROM Books WHERE title LIKE '%niWuH1%';
Update the loan status for book ID 554 to returned on 2022-01-22.,UPDATE Loans SET return_date = '2022-01-22' WHERE book_id = 554 AND return_date IS NULL;
